순번,기관명,행사명,주관기관명,행사지역,행사장소,기술 분류,해시태그,행사기간-시작일,행사기간-종료일
654,연구개발특구진흥재단,제34차 KBCH 포럼 세미나,한국생명공학연구원,대덕특구,서울역 공간모아 9홀,"BT,기타",#KBCH,2023-10-12,2023-10-12
655,연구개발특구진흥재단,2023 세계혁신 도시포럼,대전광역시,대덕특구,DCC,기타,#세계혁신 #도시포럼,2023-10-05,2023-10-06
656,연구개발특구진흥재단,대전특수영상영화제 영상공모전 시상식,대전정보문화산업진흥원,대덕특구,미정,기타,#특수영상 #영화제,2023-10-21,2023-10-21
657,연구개발특구진흥재단,제14회대전영재페스티벌,대전광역시교육청과학직업정보과,대덕특구,연구단지종합운동장일대,기타,#대전영재페스티벌,2023-10-21,2023-10-22
658,연구개발특구진흥재단,2023 글로벌 S&T HRD 포럼,"국가과학기술인력개발원, 과학기술연합대학원대학교",대덕특구,대전 오노마 호텔,기타,#글로벌 S&T #HRD,2023-10-27,2023-10-27
659,연구개발특구진흥재단,2023 오송 화장품 뷰티산업 엑스포,(재)오송바이오진흥재단,과학벨트,오송생명과학단지,BT,#뷰티산업,2023-10-17,2023-10-21
660,연구개발특구진흥재단,2023 충청권 인공지능 주간,"정보통신산업진흥원, 대전정보문화산업진흥원, 충청ICTIS",대덕특구,대전이스포츠경기장,"IT,기타",#충청권 #인공지능,2023-10-31,2023-11-02
661,연구개발특구진흥재단,KES 2023 (제 54회 한국전자전),한국전자정보통신산업진흥회,과학벨트,"서울 코엑스 A,B홀",IT,#KES,2023-10-24,2023-10-27
662,연구개발특구진흥재단,'대덕R&D특구 50주년 맞이' 보고·듣고·즐기는 '힐링 버스킹',"연구개발특구진흥재단, 과학기술정보통신부",대덕특구,대덕테크비즈센터 중앙광장,기타,#대덕 특구 #힐링 버스킹,2023-10-11,2023-10-11
663,연구개발특구진흥재단,AI+ART SYMPOSIUM,"대전관광공사, 카이스트 미술관",대덕특구,KAIST 본원 대강당(E15),IT,#SYMPOSIUM,2023-10-19,2023-10-19
664,연구개발특구진흥재단,특구재단-항우연 스핀오프 기술이전설명회 개최 안내 ,"연구개발특구진흥재단, 항우연 ",대덕특구,코엑스 컨퍼런스룸 3층 ,"IT,ST",#연구개발특구 #과학기술 #항공우주 #스핀오프 #기술사업화,2023-10-11,2023-10-11
665,연구개발특구진흥재단,대덕특구 혁신기술 네트워크 생성형 AI 원데이 클래스 ,"연구개발특구진흥재단, AI프렌즈, 대덕넷 ",대덕특구,IBS 과학문화센터2층 컨퍼런스룸 ,IT,#연구개발특구 #전문성 #생성형먀 #역량강화 ,2023-10-13,2023-10-13
666,연구개발특구진흥재단,NIGT 기후위기 솔루셔니스트(대학(원)생 기자단),녹색기술센터,대덕특구,온라인,기타,#NIGT #기후위기 #솔루셔니스트,2023-10-13,2023-10-13
667,연구개발특구진흥재단,데이터 기술 분류체계 공개 설명회,한국과학기술정보연구원,대덕특구,KISTI 대전 본원 강당,"IT,기타",#데이터 기술 #분류체계,2023-10-16,2023-10-16
668,연구개발특구진흥재단,2023 KRIBB 바이오 창업스쿨(챌린지캠프),한국생명공학연구원,대덕특구,생명(연) 대전본원 KOBIC동 대회의실(2층),"BT,기타",#KRIBB #창업스쿨,2023-10-19,2023-10-20
669,연구개발특구진흥재단,2023 사이언스 스테이션 탐방,한국과학기술연구원,대덕특구,지하철 6호선 상월곡역(한국과학기술연구원역),기타,#사이언스 스테이션 #탐방,2023-10-19,2023-10-19
670,연구개발특구진흥재단,2023 사이언스 스테이션 탐방,한국과학기술연구원,대덕특구,지하철 6호선 상월곡역(한국과학기술연구원역),기타,#사이언스 스테이션 #탐방,2023-10-26,2023-10-26
671,연구개발특구진흥재단,2023 사이언스 스테이션 탐방,한국과학기술연구원,대덕특구,지하철 6호선 상월곡역(한국과학기술연구원역),기타,#사이언스 스테이션 #탐방,2023-11-02,2023-11-02
672,전북연구개발특구본부 기술사업화팀,"미래를 바꾸는 눈에 보이지 않는 세계, 기후변화와 미생","전북연구개발특구, (주)윕스",전북특구,"전북테크비즈센터 2층, 비즈카페(전북 전주시 덕진구 오공로 123)","BT,ET",#연구개발특구 #과학기술 #시사교양,2023-10-26,2023-10-26
673,전북연구개발특구본부 기술사업화팀,디캠프와 함께 하는 워크넥트 전북,"은행권청년창업재단, d·camp",전북특구,전북테크비즈센터(전북 전주시 덕진구 오공로123),기타,#창업 #투자 #스타트업 #IR #네트워킹,2023-10-19,2023-10-19
674,연구개발특구진흥재단,2023 전통식품 품질인증 경쟁력 강화 교육,한국식품연구원,대덕특구,서울 양재 aT센터 창조룸2,기타,#전통식품 #품질인증 #경쟁력,2023-10-31,2023-10-31
675,연구개발특구진흥재단,2023 대한민국 제약바이오 대상 시상식 & 혁신 포럼,한국경제TV,대덕특구,한국경제신문사빌딩 18층 다산홀,BT,#제약바이오 #대상,2023-10-20,2023-10-20
676,연구개발특구진흥재단,2023 글로벌 미래기술 포럼 (GFT 2023),한국경제TV & 한국경제미디어그룹,대덕특구,서울 신라호텔 다이너스티,기타,#글로벌 #미래기술 #포럼,2023-10-27,2023-10-27
677,연구개발특구진흥재단,DIC 2023 컨퍼런스,(사)소부장 미래포럼,대덕특구,킨텍스 제1전시장 3층 그랜드볼룸,"IT,기타",#컨퍼런스,2023-10-19,2023-10-19
678,강소특구육성1팀,2023년 천안 미래모빌리티 포럼,"한국자동차연구원, 천안시",과학벨트,천안 신라스테이,기타,#연구개발특구 #과학기술 #기술사업화 #전문성,2023-10-18,2023-10-18
679,연구개발특구진흥재단,2023 KRIBB Conference,한국생명공학연구원,대덕특구,한국생명공학연구원 본관동 대회의장,"BT,기타",#KRIBB #Conference,2023-10-17,2023-10-17
680,연구개발특구진흥재단,기업 및 사업화 전문기관 전문성 강화 세미나,연구개발특구진흥재단,광주특구,DCC(우수성과 전시회 투어) / 대덕테크비즈센터 4층 회의실(전문성 교육),기타,#전문성 #글로벌 #대덕50주년 #기술사업화,2023-10-19,2023-10-19
681,연구개발특구진흥재단,2023 대구TBC 제1차 정기 네트워킹 데이,"연구개발특구진흥재단 대구특구본부구, 알배기협동조합, 팔월, 비엠지경영연구원",대구특구,대구테크비즈센터 1층,BT,#전문성 #네트워킹 #교육 #선배 #창업기업 #아기유니콘선정,2023-10-24,2023-10-24
682,연구개발특구진흥재단,2023 혁신주체 네트워크 로봇 및 반도체 연합포럼,"연구개발특구진흥재단 대구특구본부, 다래전략사업화센터, 대구한의대학교기술지주",대구특구,대구스케일업허브 5층 대회의실,"IT,NT,기타",#전문성 #과학기술 #포럼 #로봇 #반도체,2023-10-26,2023-10-26
683,연구개발특구진흥재단,2023 미래유방기술컨퍼런스,한국과학기술정보연구원,대덕특구,COEX 그랜드컨퍼런스룸 401호,"IT,기타",#미래유망기술 #컨퍼런스,2023-10-31,2023-10-31
684,연구개발특구진흥재단,2023 대한민국 분석과학기기 컨퍼런스 & 쇼,(주)사이언스이십일,대덕특구,COEX 컨퍼런스룸,기타,#분석과학기기 #컨퍼런스,2023-10-19,2023-10-19
685,연구개발특구진흥재단,2023 대한민국발명특허대전,한국발명진흥회,대덕특구,COEX,"IT,기타",#대한민국 #발명특허,2023-11-01,2023-11-04
686,연구개발특구진흥재단,"2023 중소기업 기술,경영 혁신대전","중소벤처기업부 / 이노비즈협회,메인비즈협회",부산특구,BEXCO,"IT,기타",#기술 #경영,2023-10-17,2023-10-18
687,연구개발특구진흥재단,2023 부산 사이버보안 콘퍼런스,"한국정보보호학회, 영남권 정보보호영재교육원",부산특구,BEXCO,"IT,기타",#사이버보안 #콘퍼런스,2023-10-24,2023-10-25
688,연구개발특구진흥재단,제9회 부산R&D주간,부산산업과학혁신원,부산특구,BEXCO,"IT,기타",#부산R&D,2023-10-26,2023-10-27
689,연구개발특구진흥재단,제7회 세계인문학포럼,한국연구재단,부산특구,BEXCO,기타,#세계인문학포럼,2023-11-08,2023-11-10
690,연구개발특구진흥재단,2023 소부장뿌리기술대전,산업통상자원부,대덕특구,킨텍스,"IT,기타",#소부장 #뿌리기술,2023-10-18,2023-10-20
691,전북연구개발특구본부 기술사업화팀,2023년 기술혁신기업의 공동구매 상담회,"연구개발특구진흥재단, 전북대학교링크사업단, 한국신제품인증협회",전북특구,KT대전인재개발원(대전),기타,#공동구매 #공공기관 #NET #인증,2023-11-02,2023-11-02
692,연구개발특구진흥재단,2023 연구개발특구 딥테크 창업경진대회 모집,(재)연구개발특구진흥재단,대구특구,(본선)대전 연구개발특구진흥재단 본원 (결선)서울 노들섬 라이브하우스,"IT,BT,CT,ET,NT,ST,기타",#연구개발특구 #딥테크 #창업 #기술 #경진대회,2023-10-10,2023-10-31
693,한국연구산업협회,국제 연구산업 컨벤션 2023,과학기술정보통신부,대덕특구,대전컨벤션센터 제1전시장,"IT,BT,CT",#연구개발특구#과학기술#기술사업화 #연구산업 #컨퍼런스 #비즈매칭 #국제협력 #전시회 #대덕특구 #한국연구산업협회 #과학기술사업화진흥원 #한국기초과학지원연구원 #한국표준과학연구원 #대전테크노파크 #부산산업과학혁신원,2023-11-14,2023-11-15
694,연구개발특구진흥재단,[특구재단-기보] 기술평가플랫폼 공동활용 관련 업무협약,연구개발특구진흥재단,대덕특구,커뮤니티하우스 마실(서울 중구 명동 11길 14),기타,#민관협력 #기술평가플랫폼 #혁신성장,2023-11-01,2023-11-01
695,연구개발특구진흥재단,제 3회 UST 산한연전문가 네트워크 미래 에너지 포럼,UST,대덕특구,UST 기숙사 1층 컨퍼런스홀,기타,#UST #산한연 #전문사 #네트워크,2023-10-31,2023-10-31
696,연구개발특구진흥재단,"제1회 과총 라운드테이블 미팅: AI시대, 우리 고등교육의 미래",한국과학기술단체 총연합회,대덕특구,"한국과학기술회관 1관 12층 나아이스홀, 온라인","IT,기타",#AI시대 #고등교육 #미래,2023-10-24,2023-10-24
697,연구개발특구진흥재단,"제454회 과학기술정책포럼: 하나의 길, 두 가지 조건 합성생물학 기반 혁신전략의 모색",과학기술정책연구원,대덕특구,페럼타워 페럼홀,BT,#합성생물학,2023-10-24,2023-10-24
698,연구개발특구진흥재단,제9회 부산R&D주간,"부산광역시, 부산산업과학혁신원, 부산울산지역연합회",부산특구,벡스코 컨벤션홀 202/205호,기타,#부산 #R&D #주간,2023-10-26,2023-10-27
699,연구개발특구진흥재단,2023 글로벌 과학기술 HRD 포럼,"국가과학기술인력개발원(KIRD), 과학기술연합대학원대학교(UST)",대덕특구,대전 호텔 오노마 5F/ 6F,"IT,기타",#글로벌 과학기술 #HRD,2023-10-27,2023-10-27
700,연구개발특구진흥재단,2023년 국립중앙과학관 3D 프린팅 설계데이터 활용 경진대회,국립중앙과학관,대덕특구,국립중앙과학관,기타,#3D 프린팅 #설계,2023-11-25,2023-11-25
701,연구개발특구진흥재단,제54회 국민생활과학기술포럼,국민생활과학자문단,대덕특구,온라인,"IT,기타",#국민생활과학기술포럼,2023-11-01,2023-11-01
702,연구개발특구진흥재단,Open KIAS 대중강연 물리학의 최전선 끝없는 호기심으로의 도전,"고등과학원, 한국물리학회",과학벨트,창원컨벤션센터&유튜브 생중계,기타,#Open #KIAS #대중강연,2023-10-25,2023-10-25
703,연구개발특구진흥재단,174회 대덕과학포럼,한국과학기술단체총연합회 대전지역연합회,대덕특구,"골프존 5층 플랜에이 아트홀(도룡동), 온라인 실시간 중계",기타,#대덕과학포럼,2023-10-26,2023-10-26
704,전북연구개발특구본부 기술사업화팀,국립대학교 국가전략기술 Tech Meetup Day,"전북대학교 산학협력단, 에스와이피, 비즈밸류",전북특구,"코엑스(서울) 2층 -Studio 159, 3층 컨퍼런스룸 - 304,305",기타,#국립대학교 #국가전략기술 #기술상담 #기술발표,2023-11-02,2023-11-02
705,연구개발특구진흥재단 대구연구개발특구본부,2023년 제안요청서(사업제안서/입찰/과업지시서) 분석방안 세미나,대구디지털혁신진흥원 SW산업육성팀,대구특구,대구스마트시티센터 1층 대강당,IT,#제안요청서 #분석방안,2023-10-26,2023-10-26
706,연구개발특구진흥재단 대구연구개발특구본부,[네트워킹]2023년 계명 창업 페스티벌,계명대학교 창업지원단,대구특구,계명대역(대구지하철 2호선),기타,#계명 #창업,2023-10-24,2023-10-25
707,연구개발특구진흥재단 대구연구개발특구본부,23년도 제3회 메타버스XR의 비즈니스 혁신사례 세미나,대구디지털혁신진흥원,대구특구,대구디지털혁신진흥원 1F 태양홀,IT,#메타버스 #XR,2023-10-26,2023-10-26
708,연구개발특구진흥재단 대구연구개발특구본부,2023 디지털 혁신 기술 컨퍼런스,대구디지털혁신진흥원,대구특구,대구스마트시티센터 8층 오픈스튜디오01,IT,#디지털 혁실 #기술 #컨퍼런스,2023-10-27,2023-10-27
709,연구개발특구진흥재단,특구재단-생명연 기술이전 공동 설명회 ,"연구개발특구진흥재단, 한국생명공학연구원, (주)SYP, 기술보증기금 ",대덕특구,"대전 엑스포타워 20층, D-유니콘 라운지 ",BT,#연구개발특구 #과학기술 #바이오헬스 #기술사업화,2023-11-06,2023-11-06
710,연구개발특구진흥재단,글로벌 혁신클러스터 포럼,"과학기술정보통신부, 연구개발특구진흥재단, 대덕 INNOPOLIS 벤처협회, SCKON",대덕특구,D-유니콘라운지(대전 신세계백화점 엑스포타워 20층),기타,#글로벌 #혁신클러스터 #포럼,2023-11-02,2023-11-02
711,연구개발특구진흥재단 대구연구개발특구본부,식스시그마 및 품질관리 기초 교육 안내,대구테크노파크,대구특구,한국생산성본부 대구경북지역본부,기타,#식스시그마 #품질관리,2023-11-06,2023-11-07
712,연구개발특구진흥재단,제10회 딥테크 혁신성장 포럼,"Joshua Partners, Philosophia Ventures",대덕특구,D-SQUARE 973(엑스포타워 18F),기타,#딥테크 #혁신성장,2023-10-26,2023-10-26
713,강소특구육성1팀,충남 기술창업지원네트워크(TNT) 발대식세미나 ,한국자동차연구원,과학벨트,라마다앙코르천안 20F 라마다홀,기타,#연구개발특구 #전문성 #과학기술 #기술사업화,2023-11-08,2023-11-08
714,연구개발특구진흥재단,"[AI 페스티벌] 인공지능의 두 얼굴, 창과 방패","(주최) 연구개발특구진흥재단, 대전광역시 (주관) AI프렌즈학회, 대덕넷",대덕특구,UST(과학기술연합대학원대학교),기타,#AI #페스티벌 #인공지능,2023-11-04,2023-11-04
715,연구개발특구진흥재단,ETRI CONFERENCE 2023,ETRI,대덕특구,과학기술컨벤션센터,"IT,ET",#ETRI #KAERI #미래 모빌리티,2023-11-07,2023-11-08
716,강소특구육성2팀,2023 경남 강소특구 공동 성과보고회 및 창업혁신IR,연구개발특구진흥재단,과학벨트,김해중소기업비즈니스센터,"IT,BT,CT,ET,NT,ST",#연구개발특구 #강소특구 #김해강소특구 #진주강소특구 #창원강소특구 #성과보고회 #데모데이,2023-11-02,2023-11-02
717,연구개발특구진흥재단,"2023 AI Festival 인공지능의 두 얼굴, 창과 방패","AiFrenz, HelloDD",대덕특구,과학기술연합대학원대학교,"IT,기타",#AI #Fesitival #인공지능,2023-11-04,2023-11-04
718,연구개발특구진흥재단,2023 Seoul S&T Forum,국가과학기술연구회,대덕특구,더 플라자 호텔 서울,"IT,기타",#Forum,2023-11-07,2023-11-07
719,연구개발특구진흥재단,2023 충청북도 청소년 방사광가속기 영상 경진대회,한국기초과학지원연구원,대덕특구,온라인,기타,#방사광가속기 #영상 #경진대회,2023-11-12,2023-11-12
720,연구개발특구진흥재단,2023 제45회 고분자기기분석,한국화학연구원,대덕특구,한국화학연구원,기타,#고분자기기분석,2023-11-16,2023-11-17
721,연구개발특구진흥재단,2023 바이오 미래포럼,"한국생명공학연구원, 한국연구재단, 국가생명공학정책연구센터",대덕특구,국립과천과학관 어울림홀,"BT,기타",#바이오 #미래포럼,2023-11-10,2023-11-10
722,연구개발특구진흥재단,2023 백신 포럼,오송첨단의료산업진흥재단 / 대구경북첨단의료산업진흥재단,대덕특구,엘타워 8층 엘하우스홀,"BT,기타",#백신 #포럼,2023-11-03,2023-11-03
723,연구개발특구진흥재단,제1회 지역혁신대전(RIS 2023),중소기업기술정보진흥원,대덕특구,대전컨벤션센터(DCC),"IT,기타",#지역혁신대전,2023-11-01,2023-11-03
724,연구개발특구진흥재단,2023 헬스케어 이노베이션 포럼,한국보건산업진흥원,대덕특구,웨스틴 조선호텔 1층 그랜드볼룸,"BT,기타",#헬스케어 #이노베이션,2023-11-09,2023-11-09
725,연구개발특구진흥재단,2023년 첨단바이오의약품 허가 및 개발기술 교육 워크숍,오송첨단의료산업진흥재단,대덕특구, 나인트리 프리미어 로카우스 호텔 서울 용산,"BT,기타",#첨단바이오의약품 #허가 #개발기술,2023-11-16,2023-11-16
726,연구개발특구진흥재단,2023년 첨단재생의료 전략포럼,보건복지부/재생의료진흥재단,대덕특구,차바이오컴플렉스 국제회의실,"BT,기타",#첨단재생의료 #전략포럼,2023-11-09,2023-11-09
